,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
AXDND1,-0.011577535,0.56625277,-0.0011085941,-0.006891484,-0.00095119514,-0.00075400335,0.7089932,0.0720519,-0.0024689774,-0.0030831432,0.44683608,0.8744369,0.5861488,-0.011401082,-0.004391661,0.76966554
AXIN1,-0.011577535,0.56625277,-0.0011085941,-0.006891484,-0.00095119514,-0.00075400335,0.7089932,0.0720519,-0.0024689774,-0.0030831432,0.44683608,0.8744369,0.5861488,-0.011401082,-0.004391661,0.76966554
AXL,-0.011577535,0.56625277,-0.0011085941,-0.006891484,-0.00095119514,-0.00075400335,0.7089932,0.0720519,-0.0024689774,-0.0030831432,0.44683608,0.8744369,0.5861488,-0.011401082,-0.004391661,0.76966554
B3GLCT,-0.011577535,0.56625277,-0.0011085941,-0.006891484,-0.00095119514,-0.00075400335,0.7089932,0.0720519,-0.0024689774,-0.0030831432,0.44683608,0.8744369,0.5861488,-0.011401082,-0.004391661,0.76966554
B4GALNT3,-0.011577535,0.56625277,-0.0011085941,-0.006891484,-0.00095119514,-0.00075400335,0.7089932,0.0720519,-0.0024689774,-0.0030831432,0.44683608,0.8744369,0.5861488,-0.011401082,-0.004391661,0.76966554
B4GALNT4,-0.011577535,0.56625277,-0.0011085941,-0.006891484,-0.00095119514,-0.00075400335,0.7089932,0.0720519,-0.0024689774,-0.0030831432,0.44683608,0.8744369,0.5861488,-0.011401082,-0.004391661,0.76966554
BAIAP3,-0.011577535,0.56625277,-0.0011085941,-0.006891484,-0.00095119514,-0.00075400335,0.7089932,0.0720519,-0.0024689774,-0.0030831432,0.44683608,0.8744369,0.5861488,-0.011401082,-0.004391661,0.76966554
BAMBI,-0.011593835,0.56675243,-0.0011089357,-0.006861713,-0.0009254085,-0.0007725939,0.7101593,0.07200919,-0.0024820075,-0.0030732625,0.4479759,0.8754631,0.5870119,-0.011408653,-0.004395871,0.76696414
BATF,-0.011563576,0.5656656,-0.0011135226,-0.006890931,-0.0009518612,-0.00075458066,0.707867,0.07210983,-0.0024706903,-0.0030838668,0.4458703,0.8744312,0.5855989,-0.011399806,-0.004397737,0.76930493
BAZ1B,-0.011586948,0.5660778,-0.0011142279,-0.0069022654,-0.00095740816,-0.00076037704,0.70974386,0.07294814,-0.0024662013,-0.0030782928,0.44621658,0.87534237,0.5870282,-0.011400994,-0.0043853065,0.7704086
BCAS4,-0.011577535,0.56625277,-0.0011085941,-0.006891484,-0.00095119514,-0.00075400335,0.7089932,0.0720519,-0.0024689774,-0.0030831432,0.44683608,0.8744369,0.5861488,-0.011401082,-0.004391661,0.76966554
BCKDHB,-0.011577535,0.56625277,-0.0011085941,-0.006891484,-0.00095119514,-0.00075400335,0.7089932,0.0720519,-0.0024689774,-0.0030831432,0.44683608,0.8744369,0.5861488,-0.011401082,-0.004391661,0.76966554
BCL2L13,-0.011577535,0.56625277,-0.0011085941,-0.006891484,-0.00095119514,-0.00075400335,0.7089932,0.0720519,-0.0024689774,-0.0030831432,0.44683608,0.8744369,0.5861488,-0.011401082,-0.004391661,0.76966554
BCL6B,-0.011577535,0.56625277,-0.0011085941,-0.006891484,-0.00095119514,-0.00075400335,0.7089932,0.0720519,-0.0024689774,-0.0030831432,0.44683608,0.8744369,0.5861488,-0.011401082,-0.004391661,0.76966554
BDP1,-0.011577535,0.56625277,-0.0011085941,-0.006891484,-0.00095119514,-0.00075400335,0.7089932,0.0720519,-0.0024689774,-0.0030831432,0.44683608,0.8744369,0.5861488,-0.011401082,-0.004391661,0.76966554
BEND5,-0.011577535,0.56625277,-0.0011085941,-0.006891484,-0.00095119514,-0.00075400335,0.7089932,0.0720519,-0.0024689774,-0.0030831432,0.44683608,0.8744369,0.5861488,-0.011401082,-0.004391661,0.76966554
BET1,-0.011577535,0.56625277,-0.0011085941,-0.006891484,-0.00095119514,-0.00075400335,0.7089932,0.0720519,-0.0024689774,-0.0030831432,0.44683608,0.8744369,0.5861488,-0.011401082,-0.004391661,0.76966554
BEX2,-0.011577535,0.56625277,-0.0011085941,-0.006891484,-0.00095119514,-0.00075400335,0.7089932,0.0720519,-0.0024689774,-0.0030831432,0.44683608,0.8744369,0.5861488,-0.011401082,-0.004391661,0.76966554
